Order ID,price,Products,Total Revenue,Quantity Ordered,Purchase Address,Date,new date
177266,12000,Smart Watches,12000,1,"251 Highland St, New York City, NY 10001",22-Jun-21,22/06/2020
177267,8000,Bluethoth Speakers,8000,1,"410 Hill St, Atlanta, GA 30301",23-Jun-21,23/06/2020
177268,12000,Smart Watches,24000,2,"985 Main St, New York City, NY 10001",24-Jun-21,24/06/2020
177269,12000,Smart Watches,12000,1,"460 2nd St, Dallas, TX 75001",25-Jun-21,25/06/2020
177270,60000,Tablets,60000,1,"518 North St, Los Angeles, CA 90001",26-Jun-21,26/06/2020
177271,12000,Smart Watches,12000,1,"832 Adams St, New York City, NY 10001",27-Jun-21,27/06/2020
177272,60000,Tablets,120000,2,"195 South St, Boston, MA 02215",28-Jun-21,28/06/2020
177273,4000,Trimmer Shever,4000,1,"351 4th St, San Francisco, CA 94016",29-Jun-21,29/06/2020
177274,12000,Smart Watches,12000,1,"559 Washington St, Seattle, WA 98101",30-Jun-21,30/06/2020
177275,12000,Smart Watches,24000,2,"542 14th St, Boston, MA 02215",01-Jul-21,01/07/2020
177276,12000,Smart Watches,12000,1,"519 13th St, New York City, NY 10001",02-Jul-21,02/07/2020
177277,12000,Smart Watches,12000,1,"467 Elm St, San Francisco, CA 94016",03-Jul-21,03/07/2020
177278,12000,Smart Watches,12000,1,"936 Maple St, Boston, MA 02215",04-Jul-21,04/07/2020
177279,6500,Wireless Earbuds,6500,1,"235 Church St, Dallas, TX 75001",05-Jul-21,05/07/2020
177280,60000,Tablets,60000,1,"23 Madison St, San Francisco, CA 94016",06-Jul-21,06/07/2020
177281,5000,Power bank,5000,1,"524 Hickory St, Atlanta, GA 30301",07-Jul-21,07/07/2020
177282,12000,Smart Watches,12000,1,"710 7th St, Los Angeles, CA 90001",08-Jul-21,08/07/2020
177283,4000,Trimmer Shever,4000,1,"874 Maple St, San Francisco, CA 94016",09-Jul-21,09/07/2020
177284,8000,Bluethoth Speakers,8000,1,"593 Church St, Boston, MA 02215",10-Jul-21,10/07/2020
177285,75000,Mobiles,75000,1,"947 Hickory St, San Francisco, CA 94016",11-Jul-21,11/07/2020
177286,12000,Smart Watches,12000,1,"545 5th St, New York City, NY 10001",12-Jul-21,12/07/2020
177287,12000,Smart Watches,24000,2,"463 Hill St, San Francisco, CA 94016",13-Jul-21,13/07/2020
177288,4000,Trimmer Shever,4000,1,"102 Center St, San Francisco, CA 94016",14-Jul-21,14/07/2020
177289,60000,Tablets,60000,1,"441 Lakeview St, Dallas, TX 75001",15-Jul-21,15/07/2020
177290,5000,Power bank,5000,1,"37 Sunset St, San Francisco, CA 94016",16-Jul-21,16/07/2020
177291,6500,Wireless Earbuds,6500,1,"172 Lincoln St, New York City, NY 10001",17-Jul-21,17/07/2020
177292,12000,Smart Watches,12000,1,"76 Jefferson St, Los Angeles, CA 90001",18-Jul-21,18/07/2020
177293,12000,Smart Watches,36000,3,"223 2nd St, New York City, NY 10001",19-Jul-21,19/07/2020
177294,60000,Tablets,60000,1,"573 Madison St, Austin, TX 73301",20-Jul-21,20/07/2020
177295,12000,Smart Watches,24000,2,"736 1st St, Boston, MA 02215",21-Jul-21,21/07/2020
177296,60000,Tablets,60000,1,"846 Meadow St, New York City, NY 10001",22-Jul-21,22/07/2020
177297,6500,Wireless Earbuds,6500,1,"4 Cherry St, Boston, MA 02215",23-Jul-21,23/07/2020
177298,12000,Smart Watches,12000,1,"173 1st St, New York City, NY 10001",24-Jul-21,24/07/2020
177299,12000,Smart Watches,12000,1,"555 2nd St, Portland, ME 04101",25-Jul-21,25/07/2020
177300,75000,Mobiles,75000,1,"276 Lincoln St, Los Angeles, CA 90001",26-Jul-21,26/07/2020
177300,6500,Wireless Earbuds,6500,1,"276 Lincoln St, Los Angeles, CA 90001",27-Jul-21,27/07/2020
177301,12000,Smart Watches,12000,1,"102 Chestnut St, Los Angeles, CA 90001",28-Jul-21,28/07/2020
177302,5000,Power bank,5000,1,"560 Sunset St, Los Angeles, CA 90001",29-Jul-21,29/07/2020
177303,12000,Smart Watches,12000,1,"890 Jefferson St, Boston, MA 02215",30-Jul-21,30/07/2020
177304,60000,Tablets,60000,1,"181 Dogwood St, Los Angeles, CA 90001",31-Jul-21,31/07/2020
177305,75000,Mobiles,75000,1,"164 Pine St, Seattle, WA 98101",01-Aug-21,01/08/2020
177306,75000,Mobiles,75000,1,"171 Chestnut St, Portland, ME 04101",02-Aug-21,02/08/2020
177307,12000,Smart Watches,12000,1,"380 Cedar St, Austin, TX 73301",03-Aug-21,03/08/2020
177308,12000,Smart Watches,24000,2,"944 Washington St, Boston, MA 02215",04-Aug-21,04/08/2020
177309,6500,Wireless Earbuds,6500,1,"980 Hickory St, New York City, NY 10001",05-Aug-21,05/08/2020
177310,150000,Laptops,150000,1,"68 Chestnut St, Los Angeles, CA 90001",06-Aug-21,06/08/2020
177311,60000,Tablets,60000,1,"782 South St, Dallas, TX 75001",07-Aug-21,07/08/2020
177312,12000,Smart Watches,36000,3,"455 North St, San Francisco, CA 94016",08-Aug-21,08/08/2020
177313,150000,Laptops,150000,1,"317 Madison St, San Francisco, CA 94016",09-Aug-21,09/08/2020
177314,6500,Wireless Earbuds,6500,1,"462 Lincoln St, Seattle, WA 98101",10-Aug-21,10/08/2020
177315,5000,Power bank,5000,1,"121 Walnut St, Seattle, WA 98101",11-Aug-21,11/08/2020
177316,150000,Laptops,150000,1,"454 4th St, Dallas, TX 75001",12-Aug-21,12/08/2020
177317,12000,Smart Watches,12000,1,"49 Cedar St, San Francisco, CA 94016",13-Aug-21,13/08/2020
177318,150000,Laptops,150000,1,"484 10th St, New York City, NY 10001",14-Aug-21,14/08/2020
177319,4000,Trimmer Shever,4000,1,"650 14th St, Los Angeles, CA 90001",15-Aug-21,15/08/2020
177320,8000,Bluethoth Speakers,8000,1,"162 North St, San Francisco, CA 94016",16-Aug-21,16/08/2020
177321,6500,Wireless Earbuds,6500,1,"115 Wilson St, Los Angeles, CA 90001",17-Aug-21,17/08/2020
177322,4000,Trimmer Shever,4000,1,"652 Lakeview St, Seattle, WA 98101",18-Aug-21,18/08/2020
177323,60000,Tablets,60000,1,"584 Jackson St, Seattle, WA 98101",19-Aug-21,19/08/2020
177324,12000,Smart Watches,12000,1,"809 11th St, Atlanta, GA 30301",20-Aug-21,20/08/2020
177325,6500,Wireless Earbuds,6500,1,"844 12th St, San Francisco, CA 94016",21-Aug-21,21/08/2020
177326,8000,Bluethoth Speakers,8000,1,"847 Cherry St, Los Angeles, CA 90001",22-Aug-21,22/08/2020
177327,60000,Tablets,60000,1,"837 Adams St, Boston, MA 02215",23-Aug-21,23/08/2020
177328,2500,Wall Charger,2500,1,"857 Ridge St, Boston, MA 02215",24-Aug-21,24/08/2020
177329,150000,Laptops,150000,1,"653 Walnut St, Seattle, WA 98101",25-Aug-21,25/08/2020
177330,4000,Trimmer Shever,4000,1,"698 12th St, San Francisco, CA 94016",26-Aug-21,26/08/2020
177331,4000,Trimmer Shever,4000,1,"1 Ridge St, Boston, MA 02215",27-Aug-21,27/08/2020
177332,6500,Wireless Earbuds,6500,1,"859 5th St, Seattle, WA 98101",28-Aug-21,28/08/2020
177333,6500,Wireless Earbuds,6500,1,"689 Madison St, Boston, MA 02215",29-Aug-21,29/08/2020
177334,12000,Smart Watches,12000,1,"522 12th St, Atlanta, GA 30301",30-Aug-21,30/08/2020
177335,12000,Smart Watches,12000,1,"95 South St, New York City, NY 10001",31-Aug-21,31/08/2020
177336,6500,Wireless Earbuds,6500,1,"159 7th St, Seattle, WA 98101",01-Sept-21,01/09/2020
177337,12000,Smart Watches,12000,1,"975 Sunset St, Seattle, WA 98101",02-Sept-21,02/09/2020
177338,12000,Smart Watches,12000,1,"130 4th St, Los Angeles, CA 90001",03-Sept-21,03/09/2020
177339,12000,Smart Watches,12000,1,"64 Maple St, Portland, OR 97035",04-Sept-21,04/09/2020
177340,6500,Wireless Earbuds,6500,1,"811 Spruce St, Los Angeles, CA 90001",05-Sept-21,05/09/2020
177341,12000,Smart Watches,24000,2,"822 2nd St, New York City, NY 10001",06-Sept-21,06/09/2020
177342,8000,Bluethoth Speakers,8000,1,"451 Pine St, San Francisco, CA 94016",07-Sept-21,07/09/2020
177343,4000,Trimmer Shever,4000,1,"221 Walnut St, San Francisco, CA 94016",08-Sept-21,08/09/2020
177344,60000,Tablets,60000,1,"286 Jackson St, Los Angeles, CA 90001",09-Sept-21,09/09/2020
177345,12000,Smart Watches,12000,1,"625 2nd St, New York City, NY 10001",10-Sept-21,10/09/2020
177346,6500,Wireless Earbuds,6500,1,"593 Spruce St, Los Angeles, CA 90001",11-Sept-21,11/09/2020
177347,8000,Bluethoth Speakers,8000,1,"888 Pine St, Atlanta, GA 30301",12-Sept-21,12/09/2020
177348,150000,Laptops,150000,1,"972 9th St, Seattle, WA 98101",13-Sept-21,13/09/2020
177349,60000,Tablets,60000,1,"163 Forest St, Boston, MA 02215",14-Sept-21,14/09/2020
177350,60000,Tablets,60000,1,"833 Wilson St, Portland, OR 97035",15-Sept-21,15/09/2020
177351,150000,Laptops,150000,1,"844 6th St, Dallas, TX 75001",16-Sept-21,16/09/2020
177352,12000,Smart Watches,12000,1,"464 Walnut St, Los Angeles, CA 90001",17-Sept-21,17/09/2020
177353,150000,Laptops,150000,1,"654 South St, Portland, OR 97035",18-Sept-21,18/09/2020
177354,60000,Tablets,60000,1,"432 Chestnut St, New York City, NY 10001",19-Sept-21,19/09/2020
177355,12000,Smart Watches,12000,1,"233 Jefferson St, Seattle, WA 98101",20-Sept-21,20/09/2020
177356,5000,Power bank,5000,1,"69 10th St, New York City, NY 10001",21-Sept-21,21/09/2020
177357,12000,Smart Watches,12000,1,"139 Pine St, Los Angeles, CA 90001",22-Sept-21,22/09/2020
177358,12000,Smart Watches,12000,1,"159 Cherry St, Boston, MA 02215",23-Sept-21,23/09/2020
177359,150000,Laptops,150000,1,"143 Willow St, San Francisco, CA 94016",24-Sept-21,24/09/2020
177360,12000,Smart Watches,24000,2,"636 River St, New York City, NY 10001",25-Sept-21,25/09/2020
177361,12000,Smart Watches,24000,2,"440 5th St, Boston, MA 02215",26-Sept-21,26/09/2020
177362,8000,Bluethoth Speakers,8000,1,"602 Sunset St, Portland, OR 97035",27-Sept-21,27/09/2020
177363,8000,Bluethoth Speakers,8000,1,"758 Spruce St, Los Angeles, CA 90001",28-Sept-21,28/09/2020
177364,2500,Wall Charger,2500,1,"938 Forest St, Los Angeles, CA 90001",29-Sept-21,29/09/2020
177365,12000,Smart Watches,12000,1,"18 9th St, San Francisco, CA 94016",30-Sept-21,30/09/2020
177366,6500,Wireless Earbuds,6500,1,"81 13th St, New York City, NY 10001",01-Oct-21,01/10/2020
177367,60000,Tablets,60000,1,"141 Chestnut St, San Francisco, CA 94016",02-Oct-21,02/10/2020
177367,4000,Trimmer Shever,4000,1,"141 Chestnut St, San Francisco, CA 94016",03-Oct-21,03/10/2020
177367,8000,Bluethoth Speakers,8000,1,"141 Chestnut St, San Francisco, CA 94016",04-Oct-21,04/10/2020
177368,4000,Trimmer Shever,4000,1,"209 2nd St, Seattle, WA 98101",05-Oct-21,05/10/2020
177369,5000,Power bank,5000,1,"329 North St, Boston, MA 02215",06-Oct-21,06/10/2020
177370,6500,Wireless Earbuds,6500,1,"732 Forest St, New York City, NY 10001",07-Oct-21,07/10/2020
177371,8000,Bluethoth Speakers,8000,1,"715 Church St, Los Angeles, CA 90001",08-Oct-21,08/10/2020
177372,6500,Wireless Earbuds,6500,1,"61 Spruce St, San Francisco, CA 94016",09-Oct-21,09/10/2020
177373,5000,Power bank,5000,1,"564 Lake St, San Francisco, CA 94016",10-Oct-21,10/10/2020
177374,60000,Tablets,60000,1,"829 Dogwood St, San Francisco, CA 94016",11-Oct-21,11/10/2020
177375,12000,Smart Watches,12000,1,"513 West St, Boston, MA 02215",12-Oct-21,12/10/2020
177376,12000,Smart Watches,12000,1,"670 7th St, San Francisco, CA 94016",13-Oct-21,13/10/2020
177377,12000,Smart Watches,12000,1,"369 Hickory St, Dallas, TX 75001",14-Oct-21,14/10/2020
177378,8000,Bluethoth Speakers,8000,1,"504 Lake St, San Francisco, CA 94016",15-Oct-21,15/10/2020
177379,60000,Tablets,60000,1,"673 South St, Boston, MA 02215",16-Oct-21,16/10/2020
177380,60000,Tablets,60000,1,"512 Center St, Atlanta, GA 30301",17-Oct-21,17/10/2020
177381,8000,Bluethoth Speakers,8000,1,"887 Hickory St, Dallas, TX 75001",18-Oct-21,18/10/2020
177382,6500,Wireless Earbuds,6500,1,"843 13th St, San Francisco, CA 94016",19-Oct-21,19/10/2020
177383,60000,Tablets,60000,1,"759 Spruce St, Austin, TX 73301",20-Oct-21,20/10/2020
177384,8000,Bluethoth Speakers,8000,1,"425 Jackson St, New York City, NY 10001",21-Oct-21,21/10/2020
177385,150000,Laptops,150000,1,"27 Adams St, San Francisco, CA 94016",22-Oct-21,22/10/2020
177386,12000,Smart Watches,12000,1,"154 South St, Atlanta, GA 30301",23-Oct-21,23/10/2020
177387,12000,Smart Watches,12000,1,"218 10th St, Austin, TX 73301",24-Oct-21,24/10/2020
177388,60000,Tablets,60000,1,"651 8th St, Boston, MA 02215",25-Oct-21,25/10/2020
177389,60000,Tablets,120000,2,"672 West St, Seattle, WA 98101",26-Oct-21,26/10/2020
177390,12000,Smart Watches,12000,1,"494 Hickory St, Los Angeles, CA 90001",27-Oct-21,27/10/2020
177391,12000,Smart Watches,12000,1,"477 Jackson St, San Francisco, CA 94016",28-Oct-21,28/10/2020
177392,4000,Trimmer Shever,4000,1,"139 5th St, Atlanta, GA 30301",29-Oct-21,29/10/2020
177393,5000,Power bank,5000,1,"903 Center St, Dallas, TX 75001",30-Oct-21,30/10/2020
177394,6500,Wireless Earbuds,6500,1,"144 Cherry St, Seattle, WA 98101",31-Oct-21,31/10/2020
177395,12000,Smart Watches,12000,1,"22 Main St, San Francisco, CA 94016",01-Nov-21,01/11/2020
177396,12000,Smart Watches,12000,1,"217 Hill St, Boston, MA 02215",02-Nov-21,02/11/2020
177397,75000,Mobiles,75000,1,"438 Park St, Austin, TX 73301",03-Nov-21,03/11/2020
177398,5000,Power bank,5000,1,"640 8th St, Los Angeles, CA 90001",04-Nov-21,04/11/2020
177398,12000,Smart Watches,12000,1,"640 8th St, Los Angeles, CA 90001",05-Nov-21,05/11/2020
177399,12000,Smart Watches,12000,1,"739 North St, San Francisco, CA 94016",06-Nov-21,06/11/2020
177400,4000,Trimmer Shever,8000,2,"964 Ridge St, Portland, ME 04101",07-Nov-21,07/11/2020
177401,8000,Bluethoth Speakers,8000,1,"393 Hickory St, Los Angeles, CA 90001",08-Nov-21,08/11/2020
177402,12000,Smart Watches,24000,2,"447 10th St, New York City, NY 10001",09-Nov-21,09/11/2020
177403,8000,Bluethoth Speakers,8000,1,"717 6th St, New York City, NY 10001",10-Nov-21,10/11/2020
177404,8000,Bluethoth Speakers,8000,1,"890 Dogwood St, Los Angeles, CA 90001",11-Nov-21,11/11/2020
177405,60000,Tablets,60000,1,"564 Pine St, San Francisco, CA 94016",12-Nov-21,12/11/2020
177406,12000,Smart Watches,24000,2,"547 Sunset St, San Francisco, CA 94016",13-Nov-21,13/11/2020
177407,4000,Trimmer Shever,4000,1,"339 Spruce St, Boston, MA 02215",14-Nov-21,14/11/2020
177408,8000,Bluethoth Speakers,8000,1,"53 2nd St, San Francisco, CA 94016",15-Nov-21,15/11/2020
177409,4000,Trimmer Shever,4000,1,"577 South St, Portland, OR 97035",16-Nov-21,16/11/2020
177410,60000,Tablets,60000,1,"257 Wilson St, Atlanta, GA 30301",17-Nov-21,17/11/2020
177411,12000,Smart Watches,12000,1,"94 Maple St, Boston, MA 02215",18-Nov-21,18/11/2020
177412,6500,Wireless Earbuds,6500,1,"557 Pine St, Boston, MA 02215",19-Nov-21,19/11/2020
177413,12000,Smart Watches,12000,1,"892 12th St, Seattle, WA 98101",20-Nov-21,20/11/2020
177414,12000,Smart Watches,12000,1,"151 Lakeview St, Boston, MA 02215",21-Nov-21,21/11/2020
177415,12000,Smart Watches,12000,1,"505 10th St, Portland, ME 04101",22-Nov-21,22/11/2020
177416,12000,Smart Watches,12000,1,"75 Spruce St, Los Angeles, CA 90001",23-Nov-21,23/11/2020
177417,12000,Smart Watches,12000,1,"13 Cherry St, San Francisco, CA 94016",24-Nov-21,24/11/2020
177418,12000,Smart Watches,12000,1,"440 Cherry St, Dallas, TX 75001",25-Nov-21,25/11/2020
177419,60000,Tablets,60000,1,"604 South St, Boston, MA 02215",26-Nov-21,26/11/2020
177420,60000,Tablets,60000,1,"593 Chestnut St, San Francisco, CA 94016",27-Nov-21,27/11/2020
177421,12000,Smart Watches,12000,1,"818 9th St, San Francisco, CA 94016",28-Nov-21,28/11/2020
177422,150000,Laptops,150000,1,"368 Jackson St, San Francisco, CA 94016",29-Nov-21,29/11/2020
177423,12000,Smart Watches,12000,1,"897 7th St, Dallas, TX 75001",30-Nov-21,30/11/2020
177424,4000,Trimmer Shever,4000,1,"915 Walnut St, New York City, NY 10001",01-Dec-21,01/12/2020
177425,12000,Smart Watches,12000,1,"234 6th St, San Francisco, CA 94016",02-Dec-21,02/12/2020
177426,12000,Smart Watches,12000,1,"988 West St, New York City, NY 10001",03-Dec-21,03/12/2020
177427,8000,Bluethoth Speakers,8000,1,"216 Washington St, Atlanta, GA 30301",04-Dec-21,04/12/2020
177428,12000,Smart Watches,12000,1,"481 Jefferson St, Boston, MA 02215",05-Dec-21,05/12/2020
177428,4000,Trimmer Shever,4000,1,"481 Jefferson St, Boston, MA 02215",06-Dec-21,06/12/2020
177429,12000,Smart Watches,12000,1,"685 Maple St, Los Angeles, CA 90001",07-Dec-21,07/12/2020
177430,150000,Laptops,150000,1,"821 Sunset St, Seattle, WA 98101",08-Dec-21,08/12/2020
177431,12000,Smart Watches,24000,2,"942 Jackson St, Austin, TX 73301",09-Dec-21,09/12/2020
177432,6500,Wireless Earbuds,6500,1,"686 North St, San Francisco, CA 94016",10-Dec-21,10/12/2020
177433,5000,Power bank,5000,1,"377 Park St, Boston, MA 02215",11-Dec-21,11/12/2020
177434,4000,Trimmer Shever,4000,1,"456 13th St, New York City, NY 10001",12-Dec-21,12/12/2020
177435,4000,Trimmer Shever,4000,1,"290 Johnson St, Dallas, TX 75001",13-Dec-21,13/12/2020
177436,60000,Tablets,60000,1,"150 Hickory St, New York City, NY 10001",14-Dec-21,14/12/2020
177437,12000,Smart Watches,12000,1,"792 Cedar St, New York City, NY 10001",15-Dec-21,15/12/2020
177438,12000,Smart Watches,12000,1,"430 Ridge St, New York City, NY 10001",16-Dec-21,16/12/2020
177439,60000,Tablets,60000,1,"735 Ridge St, San Francisco, CA 94016",17-Dec-21,17/12/2020
177440,150000,Laptops,150000,1,"156 Hickory St, Los Angeles, CA 90001",18-Dec-21,18/12/2020
177441,150000,Laptops,150000,1,"559 Elm St, Dallas, TX 75001",19-Dec-21,19/12/2020
177441,60000,Tablets,60000,1,"559 Elm St, Dallas, TX 75001",20-Dec-21,20/12/2020
177442,12000,Smart Watches,12000,1,"380 Church St, New York City, NY 10001",21-Dec-21,21/12/2020
177443,6500,Wireless Earbuds,6500,1,"23 9th St, Dallas, TX 75001",22-Dec-21,22/12/2020
177444,12000,Smart Watches,12000,1,"670 Elm St, Atlanta, GA 30301",23-Dec-21,23/12/2020
177445,60000,Tablets,60000,1,"614 Meadow St, Austin, TX 73301",24-Dec-21,24/12/2020
177446,60000,Tablets,60000,1,"399 10th St, Austin, TX 73301",25-Dec-21,25/12/2020
177447,12000,Smart Watches,36000,3,"882 River St, Boston, MA 02215",26-Dec-21,26/12/2020
177448,60000,Tablets,60000,1,"915 Forest St, Los Angeles, CA 90001",27-Dec-21,27/12/2020
177448,4000,Trimmer Shever,4000,1,"915 Forest St, Los Angeles, CA 90001",28-Dec-21,28/12/2020
177449,150000,Laptops,150000,1,"272 Lakeview St, Portland, OR 97035",29-Dec-21,29/12/2020
177450,2500,Wall Charger,2500,1,"525 Meadow St, New York City, NY 10001",30-Dec-21,30/12/2020
177451,4000,Trimmer Shever,4000,1,"947 Hickory St, San Francisco, CA 94016",31-Dec-21,31/12/2020
177452,12000,Smart Watches,12000,1,"987 Forest St, San Francisco, CA 94016",01-Jan-22,01/01/2021
177453,150000,Laptops,150000,1,"865 Sunset St, Portland, OR 97035",02-Jan-22,02/01/2021
177454,60000,Tablets,60000,1,"136 14th St, San Francisco, CA 94016",03-Jan-22,03/01/2021
177455,8000,Bluethoth Speakers,8000,1,"864 North St, Austin, TX 73301",04-Jan-22,04/01/2021
177456,8000,Bluethoth Speakers,8000,1,"729 10th St, Los Angeles, CA 90001",05-Jan-22,05/01/2021
177457,6500,Wireless Earbuds,6500,1,"753 North St, New York City, NY 10001",06-Jan-22,06/01/2021
177458,150000,Laptops,150000,1,"807 Wilson St, Dallas, TX 75001",07-Jan-22,07/01/2021
177459,12000,Smart Watches,12000,1,"283 10th St, San Francisco, CA 94016",08-Jan-22,08/01/2021
177460,4000,Trimmer Shever,8000,2,"890 2nd St, San Francisco, CA 94016",09-Jan-22,09/01/2021
177461,6500,Wireless Earbuds,6500,1,"396 7th St, Boston, MA 02215",10-Jan-22,10/01/2021
177462,12000,Smart Watches,12000,1,"792 Meadow St, Seattle, WA 98101",11-Jan-22,11/01/2021
177463,4000,Trimmer Shever,4000,1,"321 Pine St, Los Angeles, CA 90001",12-Jan-22,12/01/2021
177464,8000,Bluethoth Speakers,8000,1,"777 7th St, San Francisco, CA 94016",13-Jan-22,13/01/2021
177465,150000,Laptops,150000,1,"655 13th St, Boston, MA 02215",14-Jan-22,14/01/2021
177466,6500,Wireless Earbuds,6500,1,"104 Elm St, San Francisco, CA 94016",15-Jan-22,15/01/2021
177467,60000,Tablets,60000,1,"810 Hill St, Atlanta, GA 30301",16-Jan-22,16/01/2021
177468,8000,Bluethoth Speakers,8000,1,"226 Park St, Los Angeles, CA 90001",17-Jan-22,17/01/2021
177469,12000,Smart Watches,12000,1,"293 10th St, San Francisco, CA 94016",18-Jan-22,18/01/2021
177470,6500,Wireless Earbuds,6500,1,"168 7th St, New York City, NY 10001",19-Jan-22,19/01/2021
177471,60000,Tablets,60000,1,"410 Forest St, San Francisco, CA 94016",20-Jan-22,20/01/2021
177472,8000,Bluethoth Speakers,8000,1,"399 West St, San Francisco, CA 94016",21-Jan-22,21/01/2021
177473,150000,Laptops,150000,1,"844 12th St, New York City, NY 10001",22-Jan-22,22/01/2021
177474,12000,Smart Watches,12000,1,"768 North St, New York City, NY 10001",23-Jan-22,23/01/2021
177475,12000,Smart Watches,36000,3,"187 Spruce St, San Francisco, CA 94016",24-Jan-22,24/01/2021
177476,8000,Bluethoth Speakers,8000,1,"354 8th St, San Francisco, CA 94016",25-Jan-22,25/01/2021
177477,12000,Smart Watches,12000,1,"339 5th St, New York City, NY 10001",26-Jan-22,26/01/2021
177478,4000,Trimmer Shever,4000,1,"570 Elm St, Atlanta, GA 30301",27-Jan-22,27/01/2021
177479,2500,Wall Charger,2500,1,"941 Jefferson St, Boston, MA 02215",28-Jan-22,28/01/2021
177480,12000,Smart Watches,12000,1,"560 Lake St, Austin, TX 73301",29-Jan-22,29/01/2021
177481,150000,Laptops,150000,1,"135 Forest St, Dallas, TX 75001",30-Jan-22,30/01/2021
177482,8000,Bluethoth Speakers,8000,1,"694 12th St, Portland, OR 97035",31-Jan-22,31/01/2021
177483,5000,Power bank,5000,1,"904 Forest St, Portland, OR 97035",01-Feb-22,01/02/2021
177484,4000,Trimmer Shever,4000,1,"574 Willow St, Portland, ME 04101",02-Feb-22,02/02/2021
177485,8000,Bluethoth Speakers,8000,1,"184 4th St, New York City, NY 10001",03-Feb-22,03/02/2021
177486,2500,Wall Charger,2500,1,"809 Highland St, Seattle, WA 98101",04-Feb-22,04/02/2021
177486,60000,Tablets,60000,1,"809 Highland St, Seattle, WA 98101",05-Feb-22,05/02/2021
177487,8000,Bluethoth Speakers,8000,1,"770 Main St, Dallas, TX 75001",06-Feb-22,06/02/2021
177488,5000,Power bank,5000,1,"181 Meadow St, Boston, MA 02215",07-Feb-22,07/02/2021
177489,8000,Bluethoth Speakers,8000,1,"364 Ridge St, San Francisco, CA 94016",08-Feb-22,08/02/2021
177490,12000,Smart Watches,36000,3,"574 Park St, San Francisco, CA 94016",09-Feb-22,09/02/2021
177491,6500,Wireless Earbuds,6500,1,"459 Walnut St, San Francisco, CA 94016",10-Feb-22,10/02/2021
177492,2500,Wall Charger,2500,1,"60 Ridge St, San Francisco, CA 94016",11-Feb-22,11/02/2021
177493,6500,Wireless Earbuds,6500,1,"940 Church St, San Francisco, CA 94016",12-Feb-22,12/02/2021
177494,12000,Smart Watches,12000,1,"480 North St, Seattle, WA 98101",13-Feb-22,13/02/2021
177495,8000,Bluethoth Speakers,8000,1,"698 Cherry St, San Francisco, CA 94016",14-Feb-22,14/02/2021
177496,150000,Laptops,150000,1,"241 Walnut St, Los Angeles, CA 90001",15-Feb-22,15/02/2021
177497,2500,Wall Charger,2500,1,"135 6th St, San Francisco, CA 94016",16-Feb-22,16/02/2021
177498,60000,Tablets,60000,1,"624 8th St, Austin, TX 73301",17-Feb-22,17/02/2021
177499,8000,Bluethoth Speakers,8000,1,"92 Willow St, Los Angeles, CA 90001",18-Feb-22,18/02/2021
177500,8000,Bluethoth Speakers,8000,1,"841 South St, Boston, MA 02215",19-Feb-22,19/02/2021
177501,12000,Smart Watches,12000,1,"888 14th St, Seattle, WA 98101",20-Feb-22,20/02/2021
177502,12000,Smart Watches,24000,2,"311 Meadow St, Dallas, TX 75001",21-Feb-22,21/02/2021
177503,12000,Smart Watches,12000,1,"662 Cherry St, San Francisco, CA 94016",22-Feb-22,22/02/2021
177504,60000,Tablets,60000,1,"19 Cedar St, Boston, MA 02215",23-Feb-22,23/02/2021
177504,4000,Trimmer Shever,4000,1,"19 Cedar St, Boston, MA 02215",24-Feb-22,24/02/2021
177505,2500,Wall Charger,2500,1,"823 Johnson St, Seattle, WA 98101",25-Feb-22,25/02/2021
177506,150000,Laptops,150000,1,"656 Pine St, Los Angeles, CA 90001",26-Feb-22,26/02/2021
177506,6500,Wireless Earbuds,6500,1,"656 Pine St, Los Angeles, CA 90001",27-Feb-22,27/02/2021
177507,12000,Smart Watches,12000,1,"825 2nd St, Portland, OR 97035",28-Feb-22,28/02/2021
177508,8000,Bluethoth Speakers,8000,1,"845 Lakeview St, San Francisco, CA 94016",01-Mar-22,01/03/2021
177509,12000,Smart Watches,12000,1,"616 9th St, New York City, NY 10001",02-Mar-22,02/03/2021
177510,8000,Bluethoth Speakers,8000,1,"182 Main St, San Francisco, CA 94016",03-Mar-22,03/03/2021
177511,150000,Laptops,150000,1,"719 North St, Los Angeles, CA 90001",04-Mar-22,04/03/2021
177511,60000,Tablets,60000,1,"719 North St, Los Angeles, CA 90001",05-Mar-22,05/03/2021
177512,60000,Tablets,120000,2,"250 7th St, San Francisco, CA 94016",06-Mar-22,06/03/2021
177513,6500,Wireless Earbuds,6500,1,"50 11th St, Dallas, TX 75001",07-Mar-22,07/03/2021
177514,8000,Bluethoth Speakers,8000,1,"625 Wilson St, Atlanta, GA 30301",08-Mar-22,08/03/2021
177515,12000,Smart Watches,12000,1,"882 River St, Los Angeles, CA 90001",09-Mar-22,09/03/2021
177516,4000,Trimmer Shever,4000,1,"879 Madison St, Atlanta, GA 30301",10-Mar-22,10/03/2021
177517,4000,Trimmer Shever,4000,1,"191 South St, San Francisco, CA 94016",11-Mar-22,11/03/2021
177518,6500,Wireless Earbuds,6500,1,"136 Elm St, San Francisco, CA 94016",12-Mar-22,12/03/2021
